pH_BB_ID,farm_ID,point_ID,lab_ID,parm_ID,value
2.718.775.6,2,718,775,6,43.49
2.718.775.7,2,718,775,7,7.6
2.719.776.1,2,719,776,1,2.8
2.719.776.2,2,719,776,2,0.86
2.719.776.3,2,719,776,3,2.44
2.719.776.4,2,719,776,4,6.88
2.719.776.5,2,719,776,5,28.24
2.719.776.6,2,719,776,6,43.49
2.719.776.7,2,719,776,7,15.3
2.720.777.9,2,720,777,9,0.55
2.720.777.10,2,720,777,10,0.56
2.720.777.11,2,720,777,11,0.04
2.721.778.1,2,721,778,1,10.14
2.721.778.2,2,721,778,2,5.07
2.721.778.3,2,721,778,3,7.25
2.721.778.4,2,721,778,4,16.47
2.721.778.5,2,721,778,5,29.19
2.721.778.6,2,721,778,6,26.75
2.721.778.7,2,721,778,7,5.13
2.722.779.1,2,722,779,1,1.93
2.722.779.2,2,722,779,2,1.84
2.722.779.3,2,722,779,3,0.86
2.722.779.4,2,722,779,4,5.85
2.722.779.5,2,722,779,5,32.33
2.722.779.6,2,722,779,6,48.45
2.722.779.7,2,722,779,7,8.74
2.723.780.9,2,723,780,9,0.95
2.723.780.10,2,723,780,10,0.99
2.723.780.11,2,723,780,11,0.08
2.724.781.8,2,724,781,8,6.5
2.724.781.12,2,724,781,12,11.3
2.724.781.13,2,724,781,13,15
2.724.781.14,2,724,781,14,4
2.725.782.9,2,725,782,9,0.92
2.725.782.10,2,725,782,10,0.96
2.725.782.11,2,725,782,11,0.08
2.726.783.9,2,726,783,9,1.66
2.726.783.10,2,726,783,10,1.68
2.726.783.11,2,726,783,11,0.12
2.727.784.9,2,727,784,9,0.91
2.727.784.10,2,727,784,10,0.91
2.727.784.11,2,727,784,11,0.08
2.728.785.8,2,728,785,8,6.1
2.728.785.12,2,728,785,12,8.5
2.728.785.13,2,728,785,13,14
2.728.785.14,2,728,785,14,3.8
2.729.786.1,2,729,786,1,2.87
2.729.786.2,2,729,786,2,1.29
2.729.786.3,2,729,786,3,1.94
2.729.786.4,2,729,786,4,7.12
2.729.786.5,2,729,786,5,40.01
2.729.786.6,2,729,786,6,37.03
2.729.786.7,2,729,786,7,9.74
2.730.787.9,2,730,787,9,0.92
2.730.787.10,2,730,787,10,0.94
2.730.787.11,2,730,787,11,0.08
2.731.788.8,2,731,788,8,6.8
2.731.788.12,2,731,788,12,8.3
2.731.788.13,2,731,788,13,11
2.731.788.14,2,731,788,14,5.7
2.732.789.8,2,732,789,8,6.8
2.732.789.12,2,732,789,12,11
2.732.789.13,2,732,789,13,12
2.732.789.14,2,732,789,14,6.2
2.733.790.1,2,733,790,1,2.75
2.733.790.2,2,733,790,2,3.51
2.733.790.3,2,733,790,3,2.71
2.733.790.4,2,733,790,4,8.33
2.733.790.5,2,733,790,5,27.55
2.733.790.6,2,733,790,6,40.83
2.733.790.7,2,733,790,7,14.31
2.734.791.8,2,734,791,8,7
2.734.791.12,2,734,791,12,19.8
2.734.791.13,2,734,791,13,7
2.734.791.14,2,734,791,14,3.5
2.735.792.1,2,735,792,1,7.09
2.735.792.2,2,735,792,2,3.94
2.735.792.3,2,735,792,3,6.42
2.735.792.4,2,735,792,4,14.05
2.735.792.5,2,735,792,5,33.99
2.735.792.6,2,735,792,6,28.35
2.735.792.7,2,735,792,7,6.16
2.736.793.1,2,736,793,1,12.97
2.736.793.2,2,736,793,2,5.01
2.736.793.3,2,736,793,3,8.69
2.736.793.4,2,736,793,4,30.06
2.736.793.5,2,736,793,5,26.17
2.736.793.6,2,736,793,6,14.23
2.736.793.7,2,736,793,7,2.86
2.737.794.1,2,737,794,1,10.19
2.737.794.2,2,737,794,2,0.88
2.737.794.3,2,737,794,3,7.6
2.737.794.4,2,737,794,4,12.62
2.737.794.5,2,737,794,5,33.46
2.737.794.6,2,737,794,6,29.25
2.737.794.7,2,737,794,7,6.01
2.738.795.9,2,738,795,9,1.84
2.738.795.10,2,738,795,10,1.93
2.738.795.11,2,738,795,11,0.17
2.739.796.1,2,739,796,1,16.52
2.739.796.2,2,739,796,2,1.81
2.739.796.3,2,739,796,3,5.09
2.739.796.4,2,739,796,4,9.11
2.739.796.5,2,739,796,5,28.47
2.739.796.6,2,739,796,6,30.84
2.739.796.7,2,739,796,7,8.16
2.740.797.9,2,740,797,9,1.06
2.740.797.10,2,740,797,10,1.11
2.740.797.11,2,740,797,11,0.1
2.741.798.1,2,741,798,1,2.08
2.741.798.2,2,741,798,2,1.04
2.741.798.3,2,741,798,3,0.94
2.741.798.4,2,741,798,4,3.57
2.741.798.5,2,741,798,5,22.79
2.741.798.6,2,741,798,6,61.69
2.741.798.7,2,741,798,7,7.9
2.741.798.8,2,741,798,8,3.8
2.741.798.9,2,741,798,9,0.5
2.741.798.10,2,741,798,10,0.5
2.741.798.11,2,741,798,11,0.05
2.741.798.12,2,741,798,12,5.2
2.741.798.13,2,741,798,13,4
2.741.798.14,2,741,798,14,1.5
2.742.799.1,2,742,799,1,3.64
2.742.799.2,2,742,799,2,3.19
2.742.799.3,2,742,799,3,5.78
2.742.799.4,2,742,799,4,9.65
2.742.799.5,2,742,799,5,36.71
2.742.799.6,2,742,799,6,32.95
2.742.799.7,2,742,799,7,8.08
2.742.799.8,2,742,799,8,4.2
2.742.799.9,2,742,799,9,0.87
2.742.799.10,2,742,799,10,0.89
2.742.799.11,2,742,799,11,0.09
2.742.799.12,2,742,799,12,2.7
2.742.799.13,2,742,799,13,12
2.742.799.14,2,742,799,14,1.5
2.743.800.1,2,743,800,1,3.19
2.743.800.2,2,743,800,2,2.73
2.743.800.3,2,743,800,3,4.44
2.743.800.4,2,743,800,4,10.57
2.743.800.5,2,743,800,5,33.38
2.743.800.6,2,743,800,6,37.23
2.743.800.7,2,743,800,7,8.47
2.743.800.8,2,743,800,8,3.9
2.743.800.9,2,743,800,9,0.91
2.743.800.10,2,743,800,10,0.96
2.743.800.11,2,743,800,11,0.09
2.743.800.12,2,743,800,12,4.3
2.743.800.13,2,743,800,13,11
2.743.800.14,2,743,800,14,1.5
2.744.801.1,2,744,801,1,5.49
2.744.801.2,2,744,801,2,3.79
2.744.801.3,2,744,801,3,7.12
2.744.801.4,2,744,801,4,14.58
2.744.801.5,2,744,801,5,33.59
2.744.801.6,2,744,801,6,28.41
2.744.801.7,2,744,801,7,7.02
2.744.801.8,2,744,801,8,4.6
2.744.801.9,2,744,801,9,1.18
2.744.801.10,2,744,801,10,1.18
2.744.801.11,2,744,801,11,0.12
2.744.801.12,2,744,801,12,2.3
2.744.801.13,2,744,801,13,12
2.744.801.14,2,744,801,14,2.8
2.745.802.1,2,745,802,1,10.88
2.745.802.2,2,745,802,2,9.94
2.745.802.3,2,745,802,3,8.18
2.745.802.4,2,745,802,4,13.25
2.745.802.5,2,745,802,5,27.25
2.745.802.6,2,745,802,6,24.01
2.745.802.7,2,745,802,7,6.51
2.745.802.8,2,745,802,8,5.6
2.745.802.9,2,745,802,9,1.5
2.745.802.10,2,745,802,10,1.52
2.745.802.11,2,745,802,11,0.16
2.745.802.12,2,745,802,12,4.8
2.745.802.13,2,745,802,13,25
2.745.802.14,2,745,802,14,6.1
2.746.803.1,2,746,803,1,3.5
2.746.803.2,2,746,803,2,1.14
2.746.803.3,2,746,803,3,4.86
2.746.803.4,2,746,803,4,10.1
2.746.803.5,2,746,803,5,35.35
2.746.803.6,2,746,803,6,36.41
2.746.803.7,2,746,803,7,8.64
2.747.804.1,2,747,804,1,14.12
2.747.804.2,2,747,804,2,2.23
2.747.804.3,2,747,804,3,4.79
2.747.804.4,2,747,804,4,15.45
2.747.804.5,2,747,804,5,39.03
2.747.804.6,2,747,804,6,19.53
2.747.804.7,2,747,804,7,4.85
2.748.805.9,2,748,805,9,0.92
2.748.805.10,2,748,805,10,0.96
2.748.805.11,2,748,805,11,0.08
2.749.806.9,2,749,806,9,0.85
2.749.806.10,2,749,806,10,0.87
2.749.806.11,2,749,806,11,0.07
2.750.807.8,2,750,807,8,6.4
2.750.807.12,2,750,807,12,12.4
2.750.807.13,2,750,807,13,12
2.750.807.14,2,750,807,14,4
2.751.808.1,2,751,808,1,4.11
2.751.808.2,2,751,808,2,0.39
2.751.808.3,2,751,808,3,2.12
2.751.808.4,2,751,808,4,9.95
2.751.808.5,2,751,808,5,24.78
2.751.808.6,2,751,808,6,51.74
2.751.808.7,2,751,808,7,6.9
2.752.809.9,2,752,809,9,1.02
2.752.809.10,2,752,809,10,1.04
2.752.809.11,2,752,809,11,0.09
2.753.810.8,2,753,810,8,6.8
2.753.810.12,2,753,810,12,7.8
2.753.810.13,2,753,810,13,17
2.753.810.14,2,753,810,14,5.2
2.754.811.9,2,754,811,9,0.93
2.754.811.10,2,754,811,10,0.95
2.754.811.11,2,754,811,11,0.09
2.755.812.8,2,755,812,8,6.1
2.755.812.12,2,755,812,12,8
2.755.812.13,2,755,812,13,11
2.755.812.14,2,755,812,14,3.1
2.756.813.9,2,756,813,9,0.83
2.756.813.10,2,756,813,10,0.86
2.756.813.11,2,756,813,11,0.07
2.757.814.9,2,757,814,9,0.92
2.757.814.10,2,757,814,10,0.94
2.757.814.11,2,757,814,11,0.08
2.758.815.1,2,758,815,1,6.39
2.758.815.2,2,758,815,2,3.41
2.758.815.3,2,758,815,3,7.13
2.758.815.4,2,758,815,4,13.81
2.758.815.5,2,758,815,5,30.87
2.758.815.6,2,758,815,6,31.37
2.758.815.7,2,758,815,7,7.02
2.759.816.8,2,759,816,8,6.4
2.759.816.12,2,759,816,12,6.6
2.759.816.13,2,759,816,13,12
2.759.816.14,2,759,816,14,3.7
2.760.817.1,2,760,817,1,11.08
2.760.817.2,2,760,817,2,2.9
2.760.817.3,2,760,817,3,5.58
2.760.817.4,2,760,817,4,10.52
2.760.817.5,2,760,817,5,31.46
2.760.817.6,2,760,817,6,30.26
2.760.817.7,2,760,817,7,8.2
2.761.818.9,2,761,818,9,1.04
2.761.818.10,2,761,818,10,1.08
2.761.818.11,2,761,818,11,0.1
2.762.819.9,2,762,819,9,0.58
2.762.819.10,2,762,819,10,0.59
2.762.819.11,2,762,819,11,0.05
2.763.820.8,2,763,820,8,6.9
2.763.820.12,2,763,820,12,22.2
2.763.820.13,2,763,820,13,21
2.763.820.14,2,763,820,14,5
2.764.821.1,2,764,821,1,7.6
2.764.821.2,2,764,821,2,3.77
2.764.821.3,2,764,821,3,9.11
2.764.821.4,2,764,821,4,15.51
2.764.821.5,2,764,821,5,32.88
2.764.821.6,2,764,821,6,25.5
2.764.821.7,2,764,821,7,5.62
2.765.822.8,2,765,822,8,6.2
2.765.822.12,2,765,822,12,5.9
2.765.822.13,2,765,822,13,18
2.765.822.14,2,765,822,14,4.4
2.766.823.1,2,766,823,1,5.21
2.766.823.2,2,766,823,2,3.36
2.766.823.3,2,766,823,3,7.24
2.766.823.4,2,766,823,4,14.32
2.766.823.5,2,766,823,5,33.04
2.766.823.6,2,766,823,6,30.2
2.766.823.7,2,766,823,7,6.65
2.767.824.9,2,767,824,9,1.08
2.767.824.10,2,767,824,10,1.09
2.767.824.11,2,767,824,11,0.09
2.768.825.9,2,768,825,9,1.09
2.768.825.10,2,768,825,10,1.11
2.768.825.11,2,768,825,11,0.1
2.769.826.1,2,769,826,1,5.73
2.769.826.2,2,769,826,2,3.4
2.769.826.3,2,769,826,3,6.94
2.769.826.4,2,769,826,4,13.35
2.769.826.5,2,769,826,5,33.06
2.769.826.6,2,769,826,6,31.19
2.769.826.7,2,769,826,7,6.34
2.770.827.8,2,770,827,8,6.2
2.770.827.12,2,770,827,12,5.1
2.770.827.13,2,770,827,13,15
2.770.827.14,2,770,827,14,4.8
2.771.828.1,2,771,828,1,3.95
2.771.828.2,2,771,828,2,3.04
2.771.828.3,2,771,828,3,4.62
2.771.828.4,2,771,828,4,11.05
2.771.828.5,2,771,828,5,33.83
2.771.828.6,2,771,828,6,35.21
2.771.828.7,2,771,828,7,8.3
2.772.829.8,2,772,829,8,5.9
2.772.829.12,2,772,829,12,12.6
2.772.829.13,2,772,829,13,12
2.772.829.14,2,772,829,14,4.6
2.773.830.8,2,773,830,8,6.1
2.773.830.12,2,773,830,12,12.6
2.773.830.13,2,773,830,13,13
2.773.830.14,2,773,830,14,3.7
2.774.831.9,2,774,831,9,1.14
2.774.831.10,2,774,831,10,1.18
2.774.831.11,2,774,831,11,0.1
2.775.832.1,2,775,832,1,2.86
2.775.832.2,2,775,832,2,2.68
2.775.832.3,2,775,832,3,2.61
2.775.832.4,2,775,832,4,10.37
2.775.832.5,2,775,832,5,34.25
2.775.832.6,2,775,832,6,38.26
2.775.832.7,2,775,832,7,8.96
2.776.833.9,2,776,833,9,1.18
2.776.833.10,2,776,833,10,1.23
2.776.833.11,2,776,833,11,0.11
2.777.834.8,2,777,834,8,6.5
2.777.834.12,2,777,834,12,14
2.777.834.13,2,777,834,13,10
2.777.834.14,2,777,834,14,5.3
2.778.835.1,2,778,835,1,9.97
2.778.835.2,2,778,835,2,3.07
2.778.835.3,2,778,835,3,4.15
2.778.835.4,2,778,835,4,9.57
2.778.835.5,2,778,835,5,30.84
2.778.835.6,2,778,835,6,34.21
2.778.835.7,2,778,835,7,8.2
2.779.836.9,2,779,836,9,0.98
2.779.836.10,2,779,836,10,1.03
2.779.836.11,2,779,836,11,0.09
2.780.837.8,2,780,837,8,6.5
2.780.837.12,2,780,837,12,11.5
2.780.837.13,2,780,837,13,8
2.780.837.14,2,780,837,14,3.4
2.781.838.1,2,781,838,1,5.04
2.781.838.2,2,781,838,2,2.83
2.781.838.3,2,781,838,3,5.47
2.781.838.4,2,781,838,4,12.8
2.781.838.5,2,781,838,5,33.16
2.781.838.6,2,781,838,6,33.54
2.781.838.7,2,781,838,7,7.16
2.782.839.8,2,782,839,8,6.5
2.782.839.12,2,782,839,12,7.8
2.782.839.13,2,782,839,13,14
2.782.839.14,2,782,839,14,3.9
2.783.840.9,2,783,840,9,1
2.783.840.10,2,783,840,10,1.05
2.783.840.11,2,783,840,11,0.1
2.784.841.8,2,784,841,8,6.6
2.784.841.12,2,784,841,12,19.6
2.784.841.13,2,784,841,13,13
2.784.841.14,2,784,841,14,5.7
2.785.842.9,2,785,842,9,0.97
2.785.842.10,2,785,842,10,1.02
2.785.842.11,2,785,842,11,0.09
2.786.843.1,2,786,843,1,4.21
2.786.843.2,2,786,843,2,2.99
2.786.843.3,2,786,843,3,4.39
2.786.843.4,2,786,843,4,11.75
2.786.843.5,2,786,843,5,34.04
2.786.843.6,2,786,843,6,34.35
2.786.843.7,2,786,843,7,8.27
2.787.844.8,2,787,844,8,6.5
2.787.844.12,2,787,844,12,6.5
2.787.844.13,2,787,844,13,14
2.787.844.14,2,787,844,14,3.8
2.788.845.9,2,788,845,9,0.97
2.788.845.10,2,788,845,10,1
2.788.845.11,2,788,845,11,0.09
2.789.846.1,2,789,846,1,24.41
2.789.846.2,2,789,846,2,2.3
2.789.846.3,2,789,846,3,9.52
2.789.846.4,2,789,846,4,7
2.789.846.5,2,789,846,5,24.83
2.789.846.6,2,789,846,6,25.47
2.789.846.7,2,789,846,7,6.48
2.790.847.9,2,790,847,9,1.52
2.790.847.10,2,790,847,10,1.57
2.790.847.11,2,790,847,11,0.13
2.791.848.1,2,791,848,1,3.36
2.791.848.2,2,791,848,2,1.21
2.791.848.3,2,791,848,3,1.92
2.791.848.4,2,791,848,4,6.41
2.791.848.5,2,791,848,5,18.95
2.791.848.6,2,791,848,6,57.35
2.791.848.7,2,791,848,7,10.81
2.792.849.8,2,792,849,8,5.8
2.792.849.12,2,792,849,12,10.6
2.792.849.13,2,792,849,13,7
2.792.849.14,2,792,849,14,1.9
2.793.850.1,2,793,850,1,3.42
2.793.850.2,2,793,850,2,1.6
2.793.850.3,2,793,850,3,2.87
2.793.850.4,2,793,850,4,5.52
2.793.850.5,2,793,850,5,25.9
2.793.850.6,2,793,850,6,50.23
2.793.850.7,2,793,850,7,10.46
2.794.851.1,2,794,851,1,1.85
2.794.851.2,2,794,851,2,7.52
2.794.851.3,2,794,851,3,4.41
2.794.851.4,2,794,851,4,9.52
2.794.851.5,2,794,851,5,32.38
2.794.851.6,2,794,851,6,38.38
2.794.851.7,2,794,851,7,5.93
2.795.852.8,2,795,852,8,4.8
2.795.852.12,2,795,852,12,12.6
2.795.852.13,2,795,852,13,7
2.795.852.14,2,795,852,14,1.4
2.796.853.9,2,796,853,9,1.05
2.796.853.10,2,796,853,10,1.13
2.796.853.11,2,796,853,11,0.1
2.797.854.8,2,797,854,8,4.9
2.797.854.12,2,797,854,12,15.1
2.797.854.13,2,797,854,13,9
2.797.854.14,2,797,854,14,2.4
2.798.855.8,2,798,855,8,6.6
2.798.855.12,2,798,855,12,36.2
2.798.855.13,2,798,855,13,11
2.798.855.14,2,798,855,14,2.9
2.799.856.1,2,799,856,1,7.92
2.799.856.2,2,799,856,2,0.63
2.799.856.3,2,799,856,3,5.24
2.799.856.4,2,799,856,4,5.7
2.799.856.5,2,799,856,5,37.27
2.799.856.6,2,799,856,6,34.17
2.799.856.7,2,799,856,7,9.06
2.800.857.9,2,800,857,9,1.61
2.800.857.10,2,800,857,10,2.17
2.800.857.11,2,800,857,11,0.15
2.801.858.9,2,801,858,9,0.87
2.801.858.10,2,801,858,10,0.88
2.801.858.11,2,801,858,11,0.09
2.802.859.9,2,802,859,9,1.48
2.802.859.10,2,802,859,10,1.51
2.802.859.11,2,802,859,11,0.13
2.803.860.8,2,803,860,8,6.7
2.803.860.12,2,803,860,12,5.1
2.803.860.13,2,803,860,13,12
2.803.860.14,2,803,860,14,4.1
2.804.861.1,2,804,861,1,13.06
2.804.861.2,2,804,861,2,3.06
2.804.861.3,2,804,861,3,7.66
2.804.861.4,2,804,861,4,21.74
2.804.861.5,2,804,861,5,33.63
2.804.861.6,2,804,861,6,17.01
2.804.861.7,2,804,861,7,3.85
2.805.862.9,2,805,862,9,1.19
2.805.862.10,2,805,862,10,1.25
2.805.862.11,2,805,862,11,0.11
2.806.863.9,2,806,863,9,0.85
2.806.863.10,2,806,863,10,0.87
2.806.863.11,2,806,863,11,0.07
2.807.864.8,2,807,864,8,6.2
2.807.864.12,2,807,864,12,7.8
2.807.864.13,2,807,864,13,13
2.807.864.14,2,807,864,14,5
2.808.865.1,2,808,865,1,4.62
2.808.865.2,2,808,865,2,3.22
2.808.865.3,2,808,865,3,2.42
2.808.865.4,2,808,865,4,11.76
2.808.865.5,2,808,865,5,29.75
2.808.865.6,2,808,865,6,37.7
2.808.865.7,2,808,865,7,10.53
2.809.866.8,2,809,866,8,6.3
2.809.866.12,2,809,866,12,3.1
2.809.866.13,2,809,866,13,9
2.809.866.14,2,809,866,14,4.7
2.810.867.1,2,810,867,1,3.24
2.810.867.2,2,810,867,2,1.62
2.810.867.3,2,810,867,3,3.68
2.810.867.4,2,810,867,4,8.92
2.810.867.5,2,810,867,5,25.69
2.810.867.6,2,810,867,6,44.02
2.810.867.7,2,810,867,7,12.83
2.811.868.8,2,811,868,8,6.2
2.811.868.12,2,811,868,12,2.2
2.811.868.13,2,811,868,13,15
2.811.868.14,2,811,868,14,6
2.812.869.1,2,812,869,1,11.05
2.812.869.2,2,812,869,2,4.01
2.812.869.3,2,812,869,3,6.53
2.812.869.4,2,812,869,4,10.68
2.812.869.5,2,812,869,5,26.19
2.812.869.6,2,812,869,6,34.2
2.812.869.7,2,812,869,7,7.35
2.813.870.9,2,813,870,9,1.3
2.813.870.10,2,813,870,10,1.31
2.813.870.11,2,813,870,11,0.11
2.814.871.9,2,814,871,9,0.99
2.814.871.10,2,814,871,10,0.99
2.814.871.11,2,814,871,11,0.08
2.815.872.8,2,815,872,8,6.4
2.815.872.12,2,815,872,12,2.4
2.815.872.13,2,815,872,13,11
2.815.872.14,2,815,872,14,5.1
2.816.873.8,2,816,873,8,6.6
2.816.873.12,2,816,873,12,7
2.816.873.13,2,816,873,13,17
2.816.873.14,2,816,873,14,6.4
2.817.874.8,2,817,874,8,6.7
2.817.874.12,2,817,874,12,7.3
2.817.874.13,2,817,874,13,8
2.817.874.14,2,817,874,14,3.4
2.818.875.1,2,818,875,1,3.24
2.818.875.2,2,818,875,2,1.57
2.818.875.3,2,818,875,3,2.89
2.818.875.4,2,818,875,4,7.98
2.818.875.5,2,818,875,5,32.07
2.818.875.6,2,818,875,6,41.55
2.818.875.7,2,818,875,7,10.7
2.819.876.1,2,819,876,1,4.55
2.819.876.2,2,819,876,2,1.71
2.819.876.3,2,819,876,3,4.28
2.819.876.4,2,819,876,4,13.25
2.819.876.5,2,819,876,5,37.28
2.819.876.6,2,819,876,6,31.43
2.819.876.7,2,819,876,7,7.5
2.820.877.9,2,820,877,9,1.34
2.820.877.10,2,820,877,10,1.4
2.820.877.11,2,820,877,11,0.11
2.821.878.8,2,821,878,8,6.8
2.821.878.12,2,821,878,12,6.3
2.821.878.13,2,821,878,13,10
2.821.878.14,2,821,878,14,5.4
2.822.879.9,2,822,879,9,1.38
2.822.879.10,2,822,879,10,1.41
2.822.879.11,2,822,879,11,0.11
2.823.880.8,2,823,880,8,6.6
2.823.880.12,2,823,880,12,5
2.823.880.13,2,823,880,13,11
2.823.880.14,2,823,880,14,5.3
2.824.881.1,2,824,881,1,4.85
2.824.881.2,2,824,881,2,0.9
2.824.881.3,2,824,881,3,3.99
2.824.881.4,2,824,881,4,8.74
2.824.881.5,2,824,881,5,38.34
2.824.881.6,2,824,881,6,35.3
2.824.881.7,2,824,881,7,7.88
2.825.882.8,2,825,882,8,6.7
2.825.882.12,2,825,882,12,6
2.825.882.13,2,825,882,13,8
2.825.882.14,2,825,882,14,4.6
2.826.883.1,2,826,883,1,4.13
2.826.883.2,2,826,883,2,5.31
2.826.883.3,2,826,883,3,4.55
2.826.883.4,2,826,883,4,11.93
2.826.883.5,2,826,883,5,30.78
2.826.883.6,2,826,883,6,35.26
2.826.883.7,2,826,883,7,8.03
2.827.884.9,2,827,884,9,1
2.827.884.10,2,827,884,10,1.01
2.827.884.11,2,827,884,11,0.09
2.828.885.9,2,828,885,9,0.86
2.828.885.10,2,828,885,10,0.87
2.828.885.11,2,828,885,11,0.08
2.829.886.8,2,829,886,8,6.4
2.829.886.12,2,829,886,12,3.8
2.829.886.13,2,829,886,13,6
2.829.886.14,2,829,886,14,3
2.830.887.9,2,830,887,9,1.01
2.830.887.10,2,830,887,10,1.03
2.830.887.11,2,830,887,11,0.09
2.831.888.1,2,831,888,1,2.45
2.831.888.2,2,831,888,2,2.53
2.831.888.3,2,831,888,3,2.34
2.831.888.4,2,831,888,4,5.75
2.831.888.5,2,831,888,5,22.93
2.831.888.6,2,831,888,6,47.8
2.831.888.7,2,831,888,7,16.21
2.832.889.8,2,832,889,8,6.5
2.832.889.12,2,832,889,12,10.3
2.832.889.13,2,832,889,13,13
2.832.889.14,2,832,889,14,2.6
2.833.890.9,2,833,890,9,0.97
2.833.890.10,2,833,890,10,1
2.833.890.11,2,833,890,11,0.08
2.834.891.9,2,834,891,9,1.01
2.834.891.10,2,834,891,10,1.04
2.834.891.11,2,834,891,11,0.09
2.835.892.9,2,835,892,9,1.41
2.835.892.10,2,835,892,10,1.45
2.835.892.11,2,835,892,11,0.13
2.836.893.8,2,836,893,8,6.4
2.836.893.12,2,836,893,12,7.8
2.836.893.13,2,836,893,13,5
2.836.893.14,2,836,893,14,3
2.837.894.1,2,837,894,1,7.74
2.837.894.2,2,837,894,2,2.52
2.837.894.3,2,837,894,3,4.35
2.837.894.4,2,837,894,4,6.72
2.837.894.5,2,837,894,5,26.58
2.837.894.6,2,837,894,6,39.44
2.837.894.7,2,837,894,7,12.65
2.838.895.9,2,838,895,9,0.91
2.838.895.10,2,838,895,10,0.93
2.838.895.11,2,838,895,11,0.08
2.839.896.1,2,839,896,1,16.69
2.839.896.2,2,839,896,2,5.12
2.839.896.3,2,839,896,3,5.79
2.839.896.4,2,839,896,4,12.06
2.839.896.5,2,839,896,5,29.13
2.839.896.6,2,839,896,6,25.83
2.839.896.7,2,839,896,7,5.38
2.840.897.8,2,840,897,8,6.1
2.840.897.12,2,840,897,12,3.9
2.840.897.13,2,840,897,13,7
2.840.897.14,2,840,897,14,5.2
2.841.898.9,2,841,898,9,1.67
2.841.898.10,2,841,898,10,1.69
2.841.898.11,2,841,898,11,0.16
2.842.899.8,2,842,899,8,6.6
2.842.899.12,2,842,899,12,20.4
2.842.899.13,2,842,899,13,9
2.842.899.14,2,842,899,14,9.1
2.843.900.8,2,843,900,8,5
2.843.900.12,2,843,900,12,4.5
2.843.900.13,2,843,900,13,11
2.843.900.14,2,843,900,14,1.9
2.844.901.1,2,844,901,1,52.93
2.844.901.2,2,844,901,2,10.53
2.844.901.3,2,844,901,3,6.42
2.844.901.4,2,844,901,4,3.78
2.844.901.5,2,844,901,5,14.06
2.844.901.6,2,844,901,6,10.17
2.844.901.7,2,844,901,7,2.1
2.845.902.9,2,845,902,9,1.5
2.845.902.10,2,845,902,10,1.52
2.845.902.11,2,845,902,11,0.15
2.846.903.8,2,846,903,8,6.5
2.846.903.12,2,846,903,12,11.8
2.846.903.13,2,846,903,13,11
2.846.903.14,2,846,903,14,4.5
2.847.904.9,2,847,904,9,1.73
2.847.904.10,2,847,904,10,1.79
2.847.904.11,2,847,904,11,0.17
2.848.905.9,2,848,905,9,2.14
2.848.905.10,2,848,905,10,2.14
2.848.905.11,2,848,905,11,0.21
2.849.906.9,2,849,906,9,1.82
2.849.906.10,2,849,906,10,1.83
2.849.906.11,2,849,906,11,0.18
2.850.907.9,2,850,907,9,1.22
2.850.907.10,2,850,907,10,1.26
2.850.907.11,2,850,907,11,0.11
2.851.908.8,2,851,908,8,6.3
2.851.908.12,2,851,908,12,6
2.851.908.13,2,851,908,13,21
2.851.908.14,2,851,908,14,9.7
2.852.909.1,2,852,909,1,21.63
2.852.909.2,2,852,909,2,5.87
2.852.909.3,2,852,909,3,5.56
2.852.909.4,2,852,909,4,11.66
2.852.909.5,2,852,909,5,28.77
2.852.909.6,2,852,909,6,22.51
2.852.909.7,2,852,909,7,3.99
2.853.910.9,2,853,910,9,1.98
2.853.910.10,2,853,910,10,1.99
2.853.910.11,2,853,910,11,0.2
2.854.911.8,2,854,911,8,6.2
2.854.911.12,2,854,911,12,6.9
2.854.911.13,2,854,911,13,12
2.854.911.14,2,854,911,14,3
2.855.912.8,2,855,912,8,6.4
2.855.912.12,2,855,912,12,7.3
2.855.912.13,2,855,912,13,9
2.855.912.14,2,855,912,14,2.6
2.856.913.9,2,856,913,9,1.83
2.856.913.10,2,856,913,10,1.84
2.856.913.11,2,856,913,11,0.18
2.857.914.1,2,857,914,1,24.81
2.857.914.2,2,857,914,2,4.82
2.857.914.3,2,857,914,3,7.91
2.857.914.4,2,857,914,4,6.7
2.857.914.5,2,857,914,5,22.97
2.857.914.6,2,857,914,6,26.67
2.857.914.7,2,857,914,7,6.11
2.858.915.9,2,858,915,9,0.71
2.858.915.10,2,858,915,10,0.72
2.858.915.11,2,858,915,11,0.06
2.859.916.8,2,859,916,8,5.7
2.859.916.12,2,859,916,12,5.7
2.859.916.13,2,859,916,13,8
2.859.916.14,2,859,916,14,2.6
2.860.917.8,2,860,917,8,6.3
2.860.917.12,2,860,917,12,6.9
2.860.917.13,2,860,917,13,7
2.860.917.14,2,860,917,14,1.8
2.861.918.9,2,861,918,9,1
2.861.918.10,2,861,918,10,1.06
2.861.918.11,2,861,918,11,0.08
2.862.919.8,2,862,919,8,6.4
2.862.919.12,2,862,919,12,4.1
2.862.919.13,2,862,919,13,7
2.862.919.14,2,862,919,14,2.8
2.863.920.8,2,863,920,8,6
2.863.920.12,2,863,920,12,3.1
2.863.920.13,2,863,920,13,10
2.863.920.14,2,863,920,14,2.6
2.864.921.1,2,864,921,1,1.57
2.864.921.2,2,864,921,2,0.2
